word,embedding
SS_EXT_SALES_PRICE,"[0.3385072648525238, 0.9319959282875061, 0.11431752890348434, -0.37829113006591797, 0.9771657586097717, -0.5093280673027039, -0.7103701829910278, 0.13279332220554352, -0.1221451461315155, -1.8697842359542847, -1.2199320793151855, -0.1658305525779724, -0.6948115229606628, 0.7544071674346924, -0.8796388506889343, 1.5725852251052856]"
SS_HDEMO_SK,"[-0.7658215165138245, -0.6641905307769775, 1.8596677780151367, 0.6915068030357361, 0.006357959005981684, -0.6469869017601013, -0.10519915819168091, -1.445374608039856, -0.07704390585422516, -1.5935310125350952, -0.8170318603515625, 1.1493873596191406, -0.17292071878910065, -0.7370994091033936, 0.9878189563751221, 0.36314818263053894]"
SS_ITEM_SK,"[-0.3763641119003296, 0.6868337392807007, 0.44426479935646057, 0.9069523811340332, 1.2929834127426147, -2.4438788890838623, -3.3581936359405518, -1.298642635345459, -0.41214850544929504, -1.0773519277572632, -1.2990052700042725, -0.010184122249484062, 1.6373628377914429, 0.1416250467300415, -0.6282185912132263, 0.06957444548606873]"
SS_LIST_PRICE,"[0.06508287787437439, 1.2799922227859497, 0.4608640968799591, -0.25335466861724854, 0.7383122444152832, -0.14275270700454712, -0.27306246757507324, -0.01220592949539423, -0.28319138288497925, -1.6313650608062744, -0.8909938335418701, -0.3364991843700409, -0.41840681433677673, 0.41104352474212646, -0.3897838890552521, 1.1019153594970703]"
SS_PROMO_SK,"[-0.5064454674720764, -0.32961565256118774, 0.9674499034881592, 0.7446059584617615, 0.33636191487312317, 0.034735746681690216, -1.0449649095535278, -0.03905434161424637, -0.4272494316101074, -0.764887809753418, -0.6927724480628967, 0.8602966070175171, 0.14641441404819489, -0.1267598569393158, -0.7691851854324341, -0.08264049142599106]"
SS_QUANTITY,"[0.2457936555147171, 0.6631259918212891, 0.6946333050727844, 0.10077642649412155, 0.5463948249816895, -0.3556956648826599, -0.36344945430755615, -0.0351947620511055, -0.3181535601615906, -0.8379783034324646, -0.9108982086181641, -0.2701461613178253, 0.22205044329166412, -0.005475663114339113, 0.11110196262598038, 0.5308226346969604]"
SS_SALES_PRICE,"[-0.38218072056770325, 2.3503189086914062, 0.5267654657363892, 0.5235568284988403, 0.9803628325462341, -0.3233846127986908, -0.6073793172836304, -0.45328715443611145, 0.6320226192474365, -2.0675623416900635, 0.2746492028236389, 0.03242357820272446, 0.5734260678291321, 1.1062891483306885, 1.7014144659042358, 0.8096717000007629]"
SS_SOLD_DATE_SK,"[1.1011948585510254, -0.4263148903846741, 0.8020014762878418, -0.2918335497379303, 0.663696825504303, -1.003874659538269, -1.9446167945861816, -1.702224612236023, -0.12106636166572571, -2.3314363956451416, -0.3162723183631897, 1.861504077911377, 0.57497638463974, -1.6078304052352905, 0.4221760332584381, 0.7681382894515991]"
SS_SOLD_TIME_SK,"[-0.04830630496144295, -0.015547527931630611, 0.34241393208503723, -0.0031139745842665434, 0.2241692841053009, -0.16257153451442719, -0.36637401580810547, -0.13579033315181732, -0.013211022131145, -0.49645572900772095, -0.24393412470817566, 0.23028221726417542, 0.03310253471136093, 0.06768735498189926, -0.04600643366575241, 0.1736149787902832]"
SS_STORE_SK,"[1.0489020347595215, 0.08123019337654114, 1.8028446435928345, 1.302729606628418, -0.23077358305454254, -2.0175254344940186, -1.9023467302322388, -1.733484148979187, -1.4813460111618042, -2.5108015537261963, 0.3227742314338684, 1.0086827278137207, -0.2526295781135559, -0.47901320457458496, 0.5270224809646606, 0.7387198209762573]"
SS_TICKET_NUMBER,"[-0.08633875101804733, -0.14304061233997345, 1.0675901174545288, 0.3976301848888397, 0.6199492812156677, -1.4999477863311768, -2.4626822471618652, -0.2768937349319458, 0.2547423839569092, -1.8546620607376099, -0.9292330145835876, -0.5515446662902832, 1.290730595588684, 0.47119712829589844, 1.08121657371521, 0.07816781848669052]"
SS_WHOLESALE_COST,"[-0.2244686633348465, 1.3108700513839722, 0.6313475370407104, 0.03738376498222351, 0.5707042813301086, 0.06737945228815079, 0.15486818552017212, -0.048819027841091156, -0.23106516897678375, -1.0405372381210327, -0.11664201319217682, 0.28766530752182007, 0.03613872826099396, 0.7299434542655945, 0.26708918809890747, 0.3913891315460205]"
STORE,"[0.5167043805122375, -0.06507011502981186, 1.7627365589141846, 0.3705993592739105, 0.3448287546634674, -1.8178025484085083, -1.8568933010101318, -0.8880611062049866, -1.1711769104003906, -1.4444093704223633, -0.18026645481586456, 0.11528951674699783, -0.9905156493186951, -0.5228869915008545, -0.3829061686992645, 0.2738179862499237]"
STORE_RETURNS,"[-0.49316737055778503, 0.051304277032613754, 1.0391474962234497, 0.2814415693283081, -0.05619160830974579, -1.947155475616455, -3.0356411933898926, -0.17831863462924957, 0.04771920293569565, -1.6192879676818848, -0.5419939756393433, -0.6179484128952026, 1.0027779340744019, 0.8959851264953613, 0.8516162037849426, -0.07076263427734375]"
STORE_SALES,"[0.4056546688079834, 0.5532465577125549, 1.0729941129684448, 0.20856614410877228, 0.526469886302948, -1.6557060480117798, -1.7959449291229248, -0.42530572414398193, -0.5403542518615723, -1.4579275846481323, -0.9889178276062012, -0.6379160284996033, 0.21104265749454498, -0.8469882011413574, 0.41329094767570496, 0.2530905604362488]"
SUBSTR,"[0.8250957727432251, 0.8315474390983582, 1.1358877420425415, -1.1651639938354492, 1.1843717098236084, -1.1739521026611328, 0.16325238347053528, -0.40295547246932983, 1.202610969543457, -1.228670358657837, 0.18012107908725739, 0.03495439141988754, -0.8027608394622803, 0.9961035251617432, 0.13916254043579102, 0.7115952372550964]"
SUBSTRING,"[0.37377306818962097, 0.250756174325943, 0.42158937454223633, -0.20525361597537994, 0.46690934896469116, -0.3711535632610321, -0.26905179023742676, -0.11716548353433609, -0.1066599041223526, -0.7955251336097717, -0.5315688848495483, -0.09757272899150848, -0.26231205463409424, 0.3209581673145294, -0.4209761917591095, 0.7612799406051636]"
SUM,"[0.4032343029975891, 0.9023586511611938, 0.136276513338089, -0.5767834186553955, 0.8310098648071289, -0.4787438213825226, -0.5663124322891235, 0.15256592631340027, 0.046302877366542816, -1.751745343208313, -1.1136058568954468, -0.022189253941178322, -0.7195455431938171, 0.7548812031745911, -0.915056049823761, 1.8731739521026611]"
SUPPLIER,"[0.2321619689464569, -0.3252186179161072, -0.20259112119674683, -1.0030152797698975, 2.3361849784851074, -2.0431969165802, -0.46631595492362976, -0.9802478551864624, 0.32795122265815735, -0.9559901356697083, -1.1537007093429565, 0.5029869079589844, -1.1222493648529053, 0.7106202244758606, -0.8499175906181335, 1.1002076864242554]"
SUPPLIER_NO,"[0.11010146141052246, -0.33207932114601135, 0.17603780329227448, -0.007027568761259317, 0.7134016752243042, -0.8450314998626709, -0.13335168361663818, 0.2913208603858948, 0.1931440681219101, -0.6288961172103882, -0.31394627690315247, 0.41520941257476807, 0.12769624590873718, 0.2873843312263489, -0.31083232164382935, 0.4149368107318878]"
S_CITY,"[0.1278790384531021, 0.6285699605941772, -0.12168949097394943, -0.10853425413370132, 0.6789625883102417, -0.5942310690879822, -0.23652887344360352, -0.8969866633415222, 0.6505063772201538, -1.0942084789276123, 0.04409926012158394, 0.2579581141471863, -0.750191330909729, 0.5464145541191101, -0.24171601235866547, 1.0825254917144775]"
S_COMMENT,"[-0.5139465928077698, 0.3917771279811859, -0.002260106150060892, 0.2680852711200714, 2.1726105213165283, -1.044783592224121, -0.6804224252700806, -0.9292392134666443, -0.31117263436317444, -0.178257018327713, -1.2255983352661133, 0.01745213009417057, -1.1263889074325562, 1.0751733779907227, -0.4001598060131073, 1.1701469421386719]"
S_COUNTY,"[0.18722623586654663, 0.8927211761474609, -0.1556420475244522, -0.1526808738708496, 0.9562727212905884, -0.8188689947128296, -0.34816208481788635, -1.3420782089233398, 1.048426866531372, -1.3656067848205566, 0.10509471595287323, 0.540334165096283, -1.1151610612869263, 0.6899526119232178, -0.1814083606004715, 1.3535094261169434]"
S_GMT_OFFSET,"[0.33105623722076416, 1.4257771968841553, 0.6148467659950256, 0.5477295517921448, 1.4711319208145142, 0.19868968427181244, -0.9902337193489075, -0.9921477437019348, 0.9200069308280945, -1.2977344989776611, -0.8154151439666748, 0.09491326659917831, 1.0392132997512817, 0.691020131111145, -0.1908906102180481, -0.20963042974472046]"
S_MARKET_ID,"[0.3911864757537842, 0.37011590600013733, 0.3626983165740967, 0.05517268925905228, 0.44245851039886475, -0.02404431439936161, -0.3221988081932068, 0.009746442548930645, 0.1573442965745926, -0.4770011901855469, 0.08160137385129929, 0.281776487827301, 0.17016008496284485, 0.17015305161476135, 0.05877125635743141, 0.305066853761673]"
S_NATIONKEY,"[-0.15876159071922302, -0.5294554233551025, 0.48267078399658203, 0.8495616912841797, 1.6107796430587769, -1.1915689706802368, -0.32514873147010803, 1.0385996103286743, 0.4547707438468933, -1.5519813299179077, 0.23180776834487915, 1.1037673950195312, 1.7690335512161255, 0.9445794820785522, -0.21960462629795074, 1.56128990650177]"
S_STORE_NAME,"[0.017989976331591606, 0.03124886564910412, 0.06318560987710953, 0.1016070693731308, 0.1585354506969452, 0.0012048681965097785, -0.13159792125225067, -0.09379973262548447, 0.025112831965088844, -0.18868106603622437, -0.04110254719853401, 0.09403710812330246, 0.004868772346526384, 0.0657481923699379, -0.0007535351905971766, 0.061229608952999115]"
S_STORE_SK,"[0.10321487486362457, 0.034483183175325394, 2.022637128829956, 1.1483556032180786, 1.2897653579711914, -0.9420986175537109, -2.752492904663086, -0.2508220076560974, -0.4002940058708191, -2.362632989883423, 0.8136795163154602, 0.6723247170448303, -1.732437252998352, -1.1384906768798828, -0.18926964700222015, 0.11727142333984375]"
S_SUPPKEY,"[-0.3756195604801178, -1.3465884923934937, 0.5134896636009216, 0.6129762530326843, 2.017805576324463, -0.7467638850212097, 0.35059651732444763, 0.18718524277210236, 0.43640661239624023, -1.415407419204712, -0.47767913341522217, -0.09140300005674362, 0.563498318195343, 1.0292068719863892, -0.02971675433218479, 2.5545501708984375]"
S_ZIP,"[0.7130393385887146, 0.6744208335876465, 0.8901367783546448, -0.9767075181007385, 1.030177354812622, -0.8822847008705139, 0.15186209976673126, -0.33019712567329407, 0.8518728613853455, -1.0364727973937988, 0.09079523384571075, 0.008671826682984829, -0.5891058444976807, 0.7189534902572632, -0.030050460249185562, 0.6275612115859985]"
TAGS,"[-0.014938519336283207, 0.0381757915019989, 0.09173021465539932, 0.0209030844271183, 0.10608164966106415, -0.01711653359234333, -0.13501788675785065, 0.031660206615924835, -0.013826600275933743, -0.12379077076911926, -0.10276452451944351, 0.053218916058540344, 0.024915141984820366, 0.07426834851503372, 0.016569169238209724, 0.04587717726826668]"
THEN,"[1.2544587850570679, 0.3770241439342499, 1.7562532424926758, -0.1181640774011612, 0.12192421406507492, -0.18581022322177887, 0.03217235580086708, -0.5860835909843445, -1.1110376119613647, -1.5273088216781616, -0.20798403024673462, 0.8176618218421936, 0.4132867157459259, 1.5781829357147217, 0.2409849911928177, 0.7424601316452026]"
TIMESTAMP,"[-0.22112144529819489, 0.4374321699142456, 1.6940127611160278, -0.4294029772281647, 0.4761844873428345, 0.9060359001159668, -0.9246032238006592, 0.2919079065322876, -0.39090168476104736, -0.6960511207580566, -0.7574103474617004, 0.7840915322303772, 0.24503794312477112, 0.3369937539100647, -0.1068807989358902, 0.4030495285987854]"
TITLE,"[0.14847499132156372, 0.04817815497517586, 1.7322431802749634, -0.4198269844055176, 0.4589574933052063, 0.3838390111923218, 0.0964113175868988, -0.9548978209495544, 1.0162144899368286, 0.8004180192947388, 0.4907248318195343, 2.8746001720428467, 0.8620847463607788, 1.3859195709228516, -0.3149644136428833, 2.332573175430298]"
TOTAL_REVENUE,"[0.48851433396339417, 0.13875509798526764, 0.040222909301519394, -0.27936863899230957, 0.4759998321533203, -0.4774017333984375, -0.8930661082267761, -0.03161454573273659, -0.25546571612358093, -1.0906003713607788, -0.7131450176239014, -0.12294335663318634, -0.5180248618125916, 0.7410687208175659, -0.6835389733314514, 1.7762590646743774]"
T_HOUR,"[0.04610605165362358, 0.054701510816812515, 0.16250868141651154, -0.03761616721749306, 0.17602354288101196, 0.017722375690937042, -0.09141617268323898, -0.010388398543000221, -0.0010886624222621322, -0.16908898949623108, -0.07661662250757217, 0.08916430175304413, 0.0687093436717987, 0.13658501207828522, 0.04938899725675583, 0.05536368116736412]"
T_MINUTE,"[0.01545314397662878, 0.2863616347312927, 0.546623706817627, -0.11755155026912689, 0.15866976976394653, 0.12659180164337158, -0.1655147522687912, 0.044569581747055054, -0.00547622237354517, -0.4185419976711273, -0.3476070165634155, 0.21979717910289764, 0.05169085040688515, 0.08271738886833191, 0.08418885618448257, 0.31427860260009766]"
T_TIME_SK,"[-0.04160359874367714, -0.05287091061472893, 0.3404705226421356, 0.11053809523582458, 0.2723574638366699, -0.11744915693998337, -0.39544129371643066, -0.07227995246648788, -0.04269787296652794, -0.5512166619300842, -0.18546704947948456, 0.25312188267707825, 0.04398762434720993, 0.060809213668107986, 0.014401253312826157, 0.15664130449295044]"
UPVOTES,"[-0.2017768770456314, 0.30208486318588257, 1.3368595838546753, -0.6349900364875793, 0.3391660451889038, 0.49808281660079956, -0.6602299809455872, 0.3453614413738251, -0.024930499494075775, -0.6517087817192078, -0.24578262865543365, 0.43827399611473083, 0.3683045506477356, 0.45919138193130493, 0.39678776264190674, 0.014357415027916431]"
USERID,"[-1.5925227403640747, -1.6698145866394043, 3.1231915950775146, -1.191714882850647, 1.0570685863494873, -0.17685933411121368, -2.2818562984466553, 0.3079788386821747, 0.6344656348228455, -0.8997393250465393, 0.3967207670211792, 1.1990967988967896, 0.4402167797088623, 0.9744144678115845, 1.0120574235916138, 0.06901784241199493]"
USERS,"[-0.7336041331291199, -0.020775659009814262, 2.504342555999756, -1.0383594036102295, 1.1622015237808228, 0.5002245903015137, -2.0450618267059326, 0.8364213109016418, 0.3678198754787445, -0.11139894276857376, -0.10137780755758286, 0.8821067810058594, 0.6380752325057983, 0.5638827085494995, 0.8375237584114075, 0.5555723905563354]"
V1,"[-0.03376957029104233, 0.05421118065714836, 0.11744513362646103, 0.033607084304094315, 0.16168782114982605, -0.038364484906196594, -0.14540521800518036, -0.0701063871383667, -0.02008187584578991, -0.308555543422699, -0.20722433924674988, 0.045483388006687164, 0.0031590263824909925, 0.1399604231119156, -0.07989834249019623, 0.171677365899086]"
V2,"[-0.007877075113356113, 0.12994664907455444, 0.16535906493663788, -0.10330498218536377, 0.33338144421577454, -0.12806549668312073, -0.16856849193572998, -0.04190452769398689, -0.03149003908038139, -0.47111353278160095, -0.2081298828125, 0.07703445106744766, -0.019317923113703728, 0.08580680191516876, -0.0687083825469017, 0.21529488265514374]"
VIEWCOUNT,"[-0.13795872032642365, 0.7151874899864197, 1.6626167297363281, -0.4862067699432373, 0.03162997588515282, 0.46622398495674133, -0.9387918710708618, 0.36019957065582275, -0.054268963634967804, -0.5454367399215698, -0.4364142119884491, 0.7528908252716064, 0.5799126625061035, 0.21667003631591797, 0.04592929035425186, 0.487356960773468]"
VIEWS,"[-0.2418130338191986, 0.17578476667404175, 1.1255238056182861, -0.43111497163772583, 0.18392351269721985, 0.38103631138801575, -0.5076169967651367, 0.2558577358722687, -0.028654811903834343, -0.5454392433166504, -0.36093780398368835, 0.4230279326438904, 0.2157314121723175, 0.08783043175935745, 0.16925854980945587, 0.17800450325012207]"
VOTES,"[-0.758604109287262, 0.024814844131469727, 1.7778987884521484, -1.3620437383651733, 0.2591034173965454, -0.2368868738412857, -2.725743293762207, 0.44073036313056946, 0.3720541000366211, -0.4524000883102417, 0.26084840297698975, 1.3196519613265991, 0.8520455956459045, -0.15560203790664673, 0.025313764810562134, 0.500068187713623]"
VOTETYPEID,"[-0.11957983672618866, -0.206340029835701, 0.7122337222099304, -0.38742759823799133, 0.14288829267024994, 0.20035983622074127, -0.6871663928031921, 0.2410983145236969, 0.141606867313385, -0.41606172919273376, -0.15766140818595886, 0.34033477306365967, 0.2884822189807892, 0.26879602670669556, -0.04521783068776131, 0.08922825008630753]"
WHEN,"[1.0597031116485596, 0.32998740673065186, 1.4176727533340454, -0.019480057060718536, 0.0031700290273875, -0.16818061470985413, 0.06146504729986191, -0.6252606511116028, -1.1197413206100464, -1.5214145183563232, -0.06477196514606476, 0.557691752910614, 0.10224469751119614, 1.5223308801651, -0.16375358402729034, 0.9277583360671997]"
WHERE,"[-0.08380547165870667, 0.19502918422222137, 1.040703296661377, 0.013089131563901901, 1.7200837135314941, -2.2642602920532227, -0.1505429893732071, -0.8415452241897583, 0.022041581571102142, 0.021512754261493683, -1.722367763519287, -0.21261581778526306, -0.12659691274166107, 0.03738145902752876, -0.15568259358406067, 0.29300302267074585]"
WS_BILL_ADDR_SK,"[0.07288137078285217, -0.19566327333450317, 0.07837101817131042, 0.09289250522851944, 0.2049446403980255, -0.050101686269044876, -0.47353485226631165, -0.09634356200695038, -0.1721321940422058, -0.5834370851516724, -0.21794705092906952, 0.3918105959892273, -0.011895600706338882, -0.009766419418156147, -0.18278220295906067, 0.05140385776758194]"
WS_ITEM_SK,"[0.09583832323551178, 0.027131997048854828, 0.1336819976568222, 0.16312646865844727, 0.28114786744117737, -0.28681302070617676, -0.5661952495574951, -0.13595759868621826, -0.04398537799715996, -0.30048295855522156, -0.46790796518325806, 0.2605339586734772, 0.18315140902996063, 0.019478045403957367, -0.2162552773952484, -0.016014564782381058]"
WS_SOLD_DATE_SK,"[0.1892765760421753, -0.12095793336629868, 0.16768261790275574, -0.03240432217717171, 0.2620256841182709, -0.20663341879844666, -0.35621342062950134, -0.1953054964542389, -0.09237932413816452, -0.5432302951812744, -0.34723541140556335, 0.4291372299194336, 0.14685045182704926, -0.20940078794956207, -0.10866759717464447, 0.011045911349356174]"
W_WAREHOUSE_SK,"[-0.07839534431695938, -0.027626387774944305, 0.3136528432369232, 0.10353092104196548, 0.23836266994476318, -0.13345248997211456, -0.4312121272087097, -0.06768438220024109, -0.05243520811200142, -0.5716047883033752, -0.23395420610904694, 0.25649505853652954, -0.035591140389442444, 0.06106679514050484, 0.011237789876759052, 0.159840390086174]"
YEAR,"[-1.2833458185195923, 1.8230806589126587, 1.038549542427063, -0.12852516770362854, 1.8758471012115479, 0.5260521769523621, 0.07112009823322296, 0.04874088987708092, 0.34360894560813904, -0.7734114527702332, -0.3260166347026825, 1.588478684425354, -0.8826514482498169, 0.8280829191207886, 0.18867671489715576, 0.7699175477027893]"
_NE,"[0.055625684559345245, -0.08520307391881943, 0.1565072387456894, 0.1955946981906891, 0.8851176500320435, -0.6055316925048828, -0.1115364283323288, 0.02410903573036194, -0.04435458034276962, -0.5974931120872498, -0.7627928853034973, 0.19426077604293823, -0.08309882879257202, 0.2863992154598236, -0.22925955057144165, 0.5701999068260193]"
_Q,"[-0.2918389141559601, -0.3219669461250305, 0.6927344799041748, -1.159050703048706, 0.11723824590444565, -0.15447652339935303, -0.8533948659896851, -0.219078928232193, -0.26080870628356934, -0.24682053923606873, -0.6299866437911987, 0.3066532015800476, 0.03996153548359871, 0.1372317671775818, -0.5037768483161926, 1.0719631910324097]"
